modelo;marca;tipo;ano;km;potência do motor;combustível;câmbio;direção;cor;portas;placa;valor
3008;PEUGEOT;SUV;2020;46628;2.0;Flex;Automático;Elétrica;Verde;4;OJK4355;140039.31
LOGAN;RENAULT;Hatch;2015;123906;1.6;Flex;Manual;Hidráulica;Laranja;4;OLJ0346;19510.21
LOGAN;RENAULT;Hatch;2022;28659;1.0;Flex;Manual;Hidráulica;Branco;4;JFP3995;44022.84
TUCSON;HYUNDAI;SUV;2013;155349;2.0;Flex;Automático;Elétrica;Vermellho;4;ZVW9964;51058.09
SERIE 3;BMW;Sedã;2014;117916;2.0;Gasolina;Automático;Elétrica;Prata;4;KVB6005;132090.25
CRUZE;CHEVROLET;Sedã;2023;19459;1.4;Flex;Automático;Elétrica;Marrom;4;ARK6017;108579.30
TUCSON;HYUNDAI;SUV;2014;135831;1.6;Flex;Automático;Elétrica;Marrom;4;KQV9351;51831.96
FOX CONNECT;VOLKSWAGEN;Hatch;2022;20871;1.6;Flex;Manual;Elétrica;Prata;4;IQA1064;56518.83
HB20;HYUNDAI;Hatch;2017;100837;1.0;Flex;Automático;Hidráulica;Bege;4;HOK8219;27595.63
VERSA;NISSAN;Sedã;2017;132350;1.0;Flex;Automático;Elétrica;Azul;4;VRE9515;33222.29
STINGER;KIA;Sedã;2018;108906;3.3;Gasolina;Automático;Elétrica;Preto;4;GMA1611;173362.10
WRANGLER;JEEP;SUV;2022;17858;3.6;Flex;Automático;Elétrica;Azul;4;KIQ1934;393479.22
RANGER;FORD;Pick-up;2020;57666;3.2;Diesel;Automático;Elétrica;Cinza;4;PMK0929;124208.55
ARGO;FIAT;Hatch;2019;89681;1.3;Flex;Automático;Elétrica;Prata;4;XXZ9197;38298.81
CITY;HONDA;Sedã;2013;179065;1.5;Flex;Automático;Elétrica;Laranja;4;LRF1318;26821.77
HB20;HYUNDAI;Hatch;2015;107437;1.6;Flex;Automático;Hidráulica;Azul;4;OKF4342;23176.01
C4 LOUNGE;CITROEN;Passeio;2015;157384;2.0;Flex;Automático;Hidráulica;Vermelho;4;KBM7526;23108.38
WRANGLER;JEEP;SUV;2018;76763;3.6;Flex;Automático;Elétrica;Cinza;4;EFL3642;251637.77
ECLIPSE CROSS;MITSUBISHI;SUV;2013;-37504;1.5;Flex;Automático;Elétrica;Bege;4;MCR1880;48789.57
Q3;AUDI;SUV;2021;46656;2.0;Flex;Automático;Elétrica;Bege;4;HGQ6843;225751.96
CITY;HONDA;Sedã;2021;45156;1.5;Flex;Automático;Elétrica;Verde;4;DIY5187;72535.50
POLO COMFORTINE;VOLKSWAGEN;Hatch;2020;59876;1.6;Flex;Manual;Elétrica;Laranja;4;XRG3285;42333.11
RENEGADE SPORT;JEEP;SUV;2019;95634;1.8;Flex;Automático;Elétrica;Branco;4;JAT2007;47718.65
STINGER;KIA;Sedã;2017;79121;3.3;Gasolina;Automático;Elétrica;Branco;4;JDZ6839;156559.57
SW4;TOYOTA;SUV;2019;82412;2.8;Flex;Automático;Elétrica;Preto;4;UOZ6576;172267.87
Q3;AUDI;SUV;2020;68617;1.4;Flex;Automático;Elétrica;Vermelho;4;PXR2404;183452.47
TUCSON;HYUNDAI;SUV;2020;59893;2.0;Flex;Automático;Elétrica;Branco;4;BHS8563;115144.84
X3;BMW;SUV;2013;139914;2.0;Gasolina;Automático;Elétrica;Laranja;4;WMN1346;137991.60
TIGUAN;VOLKSWAGEN;SUV;2023;16029;2.0;Flex;Automático;Elétrica;Verde;4;HIR0613;189346.02
RANGER;FORD;Pick-up;2017;136652;3.2;Diesel;Automático;Elétrica;Bege;4;CFZ5117;75985.42
XC-60;VOLVO;SUV;2021;43940;2.4;Flex;Automático;Elétrica;Marrom;4;UQR6665;82694.04
DUSTER;RENAULT;SUV;2019;66104;2.0;Flex;Automático;Elétrica;Prata;4;HNI4193;56355.72
SPORTAGE;KIA;SUV;2019;87554;1.6;Flex;Manual;Elétrica;Marrom;4;PTY3254;74686.42
WRANGLER;JEEP;SUV;2013;150990;3.6;Flex;Automático;Elétrica;Azul;4;MSF1005;141274.76
VERSA;NISSAN;Sedã;2016;114660;1.0;Flex;Manual;Elétrica;Prata;4;SBT6454;27308.54
SPORTAGE;KIA;SUV;2017;105120;1.6;Flex;Automático;Elétrica;Branco;4;VSB3964;65449.83
ARGO;FIAT;Hatch;2015;137428;1.3;Flex;Manual;Elétrica;Bege;4;XUF0608;20961.57
HB20;HYUNDAI;Hatch;2017;103884;1.6;Flex;Automático;Elétrica;Laranja;4;HAD5085;30070.93
RAV4;TOYOTA;SUV;2015;106354;2.5;Gasolina;Automático;Elétrica;Prata;4;PWG2851;85010.68
COMPASS;JEEP;SUV;2021;62066;2.0;Diesel;Manual;Elétrica;Prata;4;IJW4151;120861.95
ECOSPORT;FORD;SUV;2023;11134;1.5;Flex;Manual;Elétrica;Cinza;4;HUU6349;77391.00
CLASSE C;MERCEDES;Sedã;2016;126497;1.5;Gasolina;Automático;Elétrica;Preto;4;BON7890;131471.72
HB20;HYUNDAI;Hatch;2016;98915;1.6;Flex;Manual;Hidráulica;Laranja;4;ZGH7799;24040.71
SW4;TOYOTA;SUV;2013;131507;2.7;Flex;Automático;Elétrica;Laranja;4;WBU0444;91681.12
LOGAN;RENAULT;Hatch;2022;32695;1.6;Flex;Manual;Hidráulica;Preto;4;PQT9242;48768.39
CITY;HONDA;Sedã;2021;42826;1.5;Flex;Automático;Elétrica;Verde;4;HOI4994;71862.91
3008;PEUGEOT;SUV;2020;56513;2.0;Flex;Automático;Elétrica;Bege;4;YLQ5177;128534.57
2008;PEUGEOT;SUV;2017;98470;1.6;Flex;Automático;Elétrica;Marrom;4;RIE3116;53649.24
CLASSE A;MERCEDES;Hatch;2020;60971;2.0;Gasolina;Automático;Elétrica;Laranja;4;DIJ7443;193286.51
XC-60;VOLVO;N/A;2013;111822;2.4;Flex;Automático;Elétrica;Vermelho;4;FSH3373;35900.36
KWID;RENAULT;Hatch;2016;101356;1.0;Flex;Manual;Elétrica;Cinza;4;SYP9973;20650.70
OUTLANDER;MITSUBISHI;SUV;2016;124434;2.4;Gasolina;Automático;Elétrica;Branco;4;NLH4809;89719.16
ONIX;CHEVROLET;Hatch;2015;142722;1.4;Flex;Manual;Elétrica;Cinza;4;ORO8617;22659.17
FIT;HONDA;Hatch;2018;84929;1.5;Flex;Manuall;Elétrica;Laranja;4;JFZ2691;33963.25
CERATO;KIA;Sedã;2019;98503;2.0;Flex;Manual;Elétrica;Branco;4;ZYW3523;60607.79
T-CROSS;VOLKSWAGEN;SUV;2022;40344;1.0;Flex;Automático;Hidráulica;Marrom;4;QEB6848;93552.44
ONIX;CHEVROLET;Hatch;2023;20730;1.4;Flex;Manual;Elétrica;Laranja;4;XKH6303;61024.16
DUSTER;RENAULT;SUV;2022;23094;2.0;Flex;Manual;Elétrica;Marrom;4;UFE0687;74229.67
SAVEIRO CROSS;VOLKSWAGEN;Pick-up;2018;78001;1.6;Flex;Manual;Hidráulica;Vermelho;2;ZGX7089;34528.79
C3;CITROEN;Hatch;2013;190575;1.6;Flex;Automático;Hidráulica;Laranja;4;FUP1955;18218.57
PRISMA;CHEVROLET;Sedã;2016;103478;1.0;Flex;Automático;Elétrica;Bege;4;ZUJ2140;27641.59
XC-60;VOLVO;SUV;2014;148017;2.4;Flex;Automático;Elétrica;Bege;4;ZCQ3492;33360.42
CIVIC;HONDA;Sedã;2013;201018;1.5;Flex;Manual;Hidráulica;Prata;4;DMB5272;27282.89
PRISMA;CHEVROLET;Sedã;2019;56620;1.0;Flex;Manual;Hidráulica;Azul;4;AFK3860;37653.36
FUSION;FORD;Sedã;2020;69513;2.0;Flex;Automático;Elétrica;Verde;4;SEC3240;92595.26
SENTRA;NISSAN;Sedã;2019;87668;2.0;Flex;Manual;Elétrica;Laranja;4;DRJ6747;63887.95
KWID;RENAULT;Hatch;2015;105593;1.0;Flex;Manual;Elétrica;Preto;4;HPG2737;16851.63
CLASSE A;MERCEDES;Hatch;2021;41629;2.0;Gasolina;Automático;Elétrica;Azul;4;TWT7679;209367.74
TERRITORY;FORD;SUV;2016;145943;1.5;Flex;Automático;Elétrica;Marrom;4;WEW9494;51439.31
VERSA;NISSAN;Sedã;2014;158844;1.6;Flex;Automático;Hidráulica;Vermelho;4;ULC8727;22713.86
FUSION;FORD;Sedã;2021;39928;2.0;Flex;Automático;Elétrica;Preto;4;SDJ4599;106696.04
SPIN;CHEVROLET;Passeio;1934;82601;1.8;Flex;Manual;Hidráulica;Cinza;4;PDW5832;54557.75
CLASSE C;MERCEDES;SUV;2015;120854;0.6;Gasolina;Automático;Elétrica;Marrom;4;OYL2094;117436.24
CLASSE A;MERCEDES;Hatch;2019;46251;2.0;Gasolina;Automático;Elétrica;Vermelho;4;GOI9690;181269.40
PULSE;FIAT;SUV;2020;70313;1.0;Flex;Automático;Elétrica;Bege;4;FVB9281;62794.96
ONIX;CHEVROLET;Hatch;2016;98897;1.4;Flex;Automático;Elétrica;Branco;4;ICQ4621;29957.91
FRONTIER;NISSAN;Pick-up;2015;124513;2.3;Diesel;Automático;Elétrica;Bege;4;QLE7842;65993.14
FOX CONNECT;VOLKSWAGEN;Hatch;2022;18579;1.6;Flex;Manual;Elétrica;Bege;4;WHS2254;56530.42
RENEGADE SPORT;JEEP;SUV;2014;179717;1.8;Flex;Automático;Elétrica;Marrom;4;PRC7758;22689.76
CLASSE A;HYUNDAII;Hatch;2023;8479;2.0;Gasolina;Automático;Elétrica;Marrom;4;ZGP7687;259088.29
VERSA;NISSAN;Sedã;2020;75113;1.0;Flex;Automático;Hidráulica;Cinza;4;AYC9878;47392.61
CR-V;HONDA;SUV;2018;104353;1.5;Flex;Automático;Elétrica;Azul;4;TEO8677;111954.53
S10;CHEVROLET;Pick-up;2020;56699;2.5;Diesel;Automático;Elétrica;Azul;4;XCK6672;125828.48
OUTLANDER;MITSUBISHI;SUV;2018;86988;2.4;Gasolina;Automático;Elétrica;Prata;4;CPX7575;119530.48
T-CROSS;VOLKSWAGEN;SUV;2016;128313;1.0;Flex;Automático;Elétrica;Prata;4;JDK8787;41502.37
TIGUAN;VOLKSWAGEN;;2018;74719;1.4;Flex;Automático;Elétrica;Verde;4;AFS2848;102525.13
HILUX;TOYOTA;Pick-up;2016;156555;2.7;Diesel;Automático;Elétrica;Verde;4;EEN3593;79124.96
COMPASS;JEEP;SUV;2017;132821;2.0;Diesel;Automático;Elétrica;Azul;4;CSI8775;68286.26
2008;PEUGEOT;SUV;2020;57299;1.6;Flex;Automático;Elétrica;Verde;4;GVL4509;76739.51
KICKS;NISSAN;SUV;2021;43489;1.6;Flex;Automático;Elétrica;Preto;4;YHG8054;88204.37
MOBI;FIAT;Hatch;2019;73386;1.0;Flex;Manual;Elétrica;Azul;15;UNK7958;29568.76
POLO COMFORTINE;VOLKSWAGEN;Hatch;2018;78204;1.0;Flex;Manual;Elétrica;Prata;4;ZUZ8097;32612.62
AMAROK;VOLKSWAGEN;Pick-up;2019;76118;3.0;Diesel;Automático;Elétrica;Prata;4;CJS8414;145562.28
TIGUAN;VOLKSWAGEN;SUV;2018;70109;2.0;Flex;Automático;Elétrica;Marrom;4;BJE9503;106967.85
A3;AUDI;Sedã;2022;34302;2.0;Gasolina;Automático;Elétrica;Marrom;4;NZC6131;202808.68
S10;CHEVROLET;Pick-up;2021;36016;2.5;Diesel;Manual;Elétrica;Verde;4;YCR5101;126425.84
HR-V;HONDA;SUV;2020;57127;1.8;Flex;Manual;Elétrica;Azul;4;DYM7009;84871.03
AMAROK;VOLKSWAGEN;Pick-up;2021;42963;2.0;Diesel;Automático;Elétrica;Vermelho;4;LFY4400;170274.47
X3;BMW;SUV;2020;70254;2.0;Gasolina;Automático;Elétrica;Branco;4;ECX7513;281087.97
FUSION;FORD;Sedã;2013;121556;2.0;Flex;Automático;Elétrica;Verde;4;TNE3690;44781.30
DUSTER;RENAULT;SUV;2018;57271;1.6;Flex;Automático;Hidráulica;Marrom;4;XFR9028;51166.26
S10;CHEVROLET;Pick-up;2019;66414;2.5;Diesel;Automático;Elétrica;Prata;4;GRW4586;105529.71
TUCSON;HYUNDAI;SUV;2019;68518;1.6;Flex;Automático;Elétrica;Vermelho;4;GAS0716;96972.95
CRONOS;FIAT;Sedã;2014;151372;1.3;Flex;Manual;Hidráulica;Verde;4;YGR9352;21830.94
ARGO;FIAT;Hatch;2014;124310;1.3;Flex;Manual;Elétrica;Cinza;4;ZMC2817;21470.46
MASTER;RENAULT;Van;2019;56611;2.3;Diesel;Manual;Hidráulica;Marrom;2;TEF3593;82790.36
S10;CHEVROLET;Pick-up;2018;74828;2.8;Flex;Manual;Elétrica;Bege;4;NFQ3704;97229.28
CLASSE C;MERCEDES;Sedã;2017;79185;1.5;Gasolina;Automático;Elétrica;Preto;4;NAS7309;167077.94
KA;FORD;Hatch;2019;57114;1.0;Flex;Automático;Hidráulica;Cinza;4;OAV4536;39102.63
MASTER;RENAULT;Van;2023;14950;2.3;Diesel;Manual;Hidráulica;Laranja;2;NJD6199;123148.07
WRANGLER;JEEP;SUV;2013;187824;3.6;Gasolina;Automático;Elétrica;Laranja;4;WZD6248;128915.86
KICKS;NISSAN;SUV;2020;63320;1.6;Flex;Automático;Elétrica;Azul;4;SFF1186;76930.48
SENTRA;NISSAN;Sedã;2021;39649;2.0;Flex;Automático;Hidráulica;Bege;4;CQH8760;82550.33
X1;BMW;SUV;2015;121761;2.0;Gasolina;Automático;Elétrica;Branco;4;OEZ6765;110627.04
ONIX;CHEVROLET;Hatch;2019;80900;1.4;Flex;Manual;Hidráulica;Laranja;4;YPT8670;38664.68
POLO COMFORTINE;VOLKSWAGEN;Hatch;2018;80973;1.0;Flex;Automático;Hidráulica;Prata;4;VJX5847;33905.38
AMAROK;VOLKSWAGEN;Pick-up;2021;57875;2.0;Diesel;Manual;Elétrica;Preto;4;EOM9699;166771.48
PULSE;FIAT;SUV;2020;67673;1.0;Flex;Manual;Elétrica;Laranja;4;EAR8951;61025.92
OUTLANDER;MITSUBISHI;SUV;2023;10113;2.4;Gasolina;Automático;Elétrica;Preto;4;QRX1991;217355.82
HILUX;TOYOTA;Hatch;2014;158970;2.8;Diesel;Manual;Elétrica;Prata;4;EHN9490;62725.57
RAV4;TOYOTA;SUV;2017;118849;2.5;Gasolina;Automático;Elétrica;Vermelho;4;IAW9053;110783.49
L200 TRITON;MITSUBISHI;Pick-up;2019;83443;2.4;Diesel;Automático;Elétrica;Azul;4;WUK3975;124373.90
TUCSON;HYUNDAI;SUV;2014;117803;2.0;Flex;Automático;Elétrica;Branco;4;GEB5200;57058.88
HR-V;HONDA;SUV;2022;19916;1.5;Flex;Automático;Elétrica;Preto;4;SFT0090;113239.83
CAPTUR;RENAULT;Hatch;2016;108047;1.6;Flex;Automático;Elétrica;Verde;4;VSM7475;37721.16
VERSA;NISSAN;Sedã;2015;115093;1.0;Flex;Manual;Hidráulica;Vermelho;4;OED7187;23212.07
C5 AIRCROSS;CITROEN;SUV;2023;14759;1.6;Flex;Automático;Elétrica;Bege;4;TNR9270;134186.88
CR-V;HONDA;SUV;2013;172012;2.0;Flex;Automático;Elétrica;Preto;4;UXS6957;62264.03
RENEGADE SPORT;JEEP;SUV;2020;73893;2.0;Flex;Automático;Elétrica;Azul;4;FER4837;57238.14
XC-60;VOLVO;SUV;2020;62897;2.4;Flex;Automático;Elétrica;Bege;4;WUJ8134;75366.07
S10;CHEVROLET;Pick-up;2015;157088;2.5;Flex;Manual;Elétrica;Bege;4;HFM1882;50619.13
208;PEUGEOT;Hatch;2019;54776;1.6;Flex;Automático;Hidráulica;Azul;4;YSP1542;45623.38
RAV4;TOYOTA;SUV;2023;16811;2.0;Gasolina;Automático;Elétrica;Marrom;4;DHS8839;221431.14
KICKS;NISSAN;SUV;2018;93521;1.6;Flex;Manual;Elétrica;Cinza;4;UOP3113;56883.56
CAPTUR;RENAULT;Hatch;2022;33641;1.6;Flex;Automático;Elétrica;Branco;4;WJD3549;80008.32
TUCSON;HYUNDAI;SUV;2014;155567;2.0;Flex;Automático;Elétrica;Prata;4;MFA3657;53503.83
OUTLANDER;MITSUBISHI;SUV;2018;82735;2.0;Flex;Automático;Elétrica;Branco;4;UHU4802;114105.73
FUSION;FORD;Sedã;2013;191757;2.0;Flex;Automático;Elétrica;Prata;4;OPT1227;35997.22
PRISMA;CHEVROLET;Sedã;2022;34751;1.0;Flex;Manual;Hidráulica;Branco;4;MDV3043;51400.77
TERRITORY;FORD;SUV;2023;14183;1.5;Flex;Automático;Elétrica;Prata;4;YDC1703;132495.47
TIGUAN;VOLKSWAGEN;SUV;2019;58686;2.0;Flex;Automático;Elétrica;Verde;4;KUS5021;130403.82
CRETA;HYUNDAI;SUV;2016;138430;1.0;Flex;Manual;Elétrica;Cinza;4;BTY9133;40546.51
C5 AIRCROSS;CITROEN;Van;2013;117900;1.6;Diesel;Automático;Elétrica;Verde;4;FAF4308;48952.90
TRACKER;CHEVROLET;SUV;2019;96697;1.0;Flex;Automático;Elétrica;Vermelho;4;NEF6332;62303.07
COROLLA;TOYOTA;Pick-up;2020;43066;1.0;Diesel;Automático;Hidráulica;Prata;4;KCY2772;66208.72
LOGAN;RENAULT;Hatch;2022;37708;1.6;Flex;Manual;Hidráulica;Cinza;4;FAA8829;47157.86
CIVIC;HONDA;Sedã;2020;78779;1.8;Flex;Automático;Elétrica;Verde;4;URY0100;68068.07
ECOSPORT;FORD;SUV;2017;84884;1.5;Flex;Automático;Elétrica;?;4;BFE4804;37637.48
TERRITORY;FORD;SUV;2014;115207;1.5;Flex;Automático;Elétrica;Cinza;4;WYE1748;47996.99
TUCSON;HYUNDAI;SUV;2017;78982;1.6;Flex;Automático;Elétrica;Cinza;4;RAM8495;76455.36
SAVEIRO CROSS;VOLKSWAGEN;Pick-up;2017;99266;1.6;Flex;Manual;Hidráulica;Branco;2;GLA6884;32063.15
OUTLANDER;MITSUBISHI;SUV;2016;130611;2.0;Gasolina;Automático;Elétrica;Marrom;4;VOJ9753;85151.01
XC-40;VOLVO;SUV;2015;114864;2.0;Gasolina;Automático;Elétrica;Vermelho;4;RKY0219;99185.15
KICKS;NISSAN;SUV;2021;50641;1.6;Flex;Automático;Elétrica;Marrom;4;QTW5978;83889.86
SPORTAGE;KIA;SUV;NA;125695;1.6;Flex;Manual;Elétrica;Verde;4;RUM3839;42607.00
C5 AIRCROSS;CITROEN;SUV;2016;3086235;1.6;Flex;Automático;Elétrica;Laranja;4;SXZ7496;60017.29
XC-60;VOLVO;SUV;2017;73409;2.0;Gasolina;Automático;Elétrica;Branco;4;DEU0294;50441.16
XC-60;VOLVO;SUV;2013;166767;2.4;Flex;Automático;Elétrica;Cinza;4;QXQ5694;30953.51
HB20S;HYUNDAI;Hatch;2020;43013;1.6;Flex;Automático;Elétrica;Laranja;4;BMX4507;52308.12
AMAROK;VOLKSWAGEN;Pick-up;2020;61231;3.0;Diesel;Manual;Elétrica;Branco;4;OSL6065;163768.44
FUSION;FORD;Sedã;2021;59130;2.0;Flex;Automático;Elétrica;Vermelho;4;UNS2151;97734.92
PRISMA;CHEVROLET;Sedã;2013;122100;1.4;Flex;Automático;Hidráulica;Prata;4;MGK7613;21715.58
DUSTER;RENAULT;SUV;2018;73444;2.0;Flex;Automático;Hidráulica;Preto;4;DZP0474;50462.50
WRANGLER;JEEP;Pick-up;2023;21278;1.0;Flex;Automático;Elétrica;Vermelho;4;SBC8645;377947.02
MOBI;FIAT;Hatch;2014;177024;1.0;Flex;Manual;Elétrica;Cinza;4;JGB7145;12897.17
PULSE;FIAT;SUV;2017;123712;1.0;Flex;Manual;Elétrica;Branco;4;CRP0819;39816.63
LOGAN;RENAULT;Hatch;2016;103946;1.6;Flex;Manual;Hidráulica;Preto;4;OQW0681;23646.31
ECLIPSE CROSS;MITSUBISHI;SUV;2021;40376;1.5;Flex;Automático;Elétrica;Azul;4;KTB3317;141159.88
KICKS;NISSAN;SUV;2022;32721;1.6;Flex;Automático;Elétrica;Prata;4;NMB5457;97390.96
GOL;VOLKSWAGEN;Hatch;2018;93602;1.6;Flex;Automático;Elétrica;Azul;4;PXW4478;31147.54
X3;BMW;SUV;2023;19338;2.0;Gasolina;Automático;Elétrica;Laranja;4;NQG2225;402102.82
CIVIC;HONDA;Hatch;2016;127385;2.0;Diesel;Automático;Elétrica;Cinza;4;RHP6167;43576.24
HILUX;TOYOTA;Pick-up;2016;146009;2.8;Diesel;Manual;Elétrica;Marrom;4;DSH2563;82805.45
208;PEUGEOT;Hatch;2018;108930;1.2;Flex;Automático;Elétrica;Marrom;4;IGB1353;34263.00
HB20S;HYUNDAI;Hatch;2020;45347;1.6;Flex;Automático;Hidráulica;Vermelho;4;QMC4311;52304.01
POLO COMFORTINE;VOLKSWAGEN;Hatch;2013;;1.0;Flex;Manual;Elétrica;Prata;4;FXO0362;19364.72
CAPTUR;RENAULT;Hatch;2016;157138;2.0;Flex;Automático;Elétrica;Branco;4;IFU8269;32172.76
TUCSON;HYUNDAI;SUV;2020;58388;1.6;Flex;Automático;Elétrica;Cinza;4;PXX2064;117408.91
C4 LOUNGE;CITROEN;Passeio;2020;71354;1.6;Flex;Manual;Hidráulica;Bege;4;DXW7072;45569.27
STINGER;KIA;Sedã;2021;51309;3.3;Gasolina;Automático;Elétrica;Verde;4;PJS6637;247586.55
FIT;HONDA;Hatch;2018;102133;1.5;Flex;Manual;Elétrica;Cinza;4;WYR5607;30758.28
Q3;AUDI;SUV;2018;105725;2.0;Flex;Automático;Elétrica;Bege;4;CGF3941;157596.88
CLASSE A;MERCEDES;Hatch;2022;23964;1.3;Gasolina;Automático;Elétrica;Branco;4;SEQ5252;224832.74
PULSE;FIAT;SUV;2019;67178;1.3;Flex;Manual;Elétrica;Vermelho;4;BWQ5788;56218.22
COROLLA;TOYOTA;Sedã;2021;44476;2.0;Flex;Automático;Hidráulica;Branco;4;SBC8114;73421.15
S10;CHEVROLET;Pick-up;2015;133558;2.5;Flex;Manual;Elétrica;Prata;4;VNX3148;53780.70
WRANGLER;JEEP;SUV;2022;22666;3.6;Gasolina;Automático;Elétrica;Prata;4;EPB9125;402295.53
C5 AIRCROSS;CITROEN;SUV;2021;57407;1.6;Flex;Automático;Elétrica;Vermelho;4;EWD0098;107267.31
XC-40;VOLVO;SUV;2019;88165;2.0;Gasolina;Automático;Elétrica;Azul;4;TFU7457;162249.12
SW4;TOYOTA;SUV;2019;73690;2.7;Flex;Automático;Elétrica;Laranja;4;KSJ2192;175877.60
AMAROK;VOLKSWAGEN;Pick-up;2017;115979;3.0;Diesel;Automático;Elétrica;Bege;4;PJN4984;109467.98
CRUZE;CHEVROLET;Sedã;2017;96900;1.4;Flex;Automático;Elétrica;Verde;4;AFN0474;57084.78
COROLLA;TOYOTA;Sedã;2018;106112;1.8;Flex;Automático;Elétrica;Bege;4;ROT5918;46368.87
VERSA;NISSAN;Sedã;2023;15807;1.6;Flex;Manual;Hidráulica;Preto;4;KBH9154;70835.57
ONIX;CHEVROLET;Hatch;2019;52415;1.4;Flex;Manual;Hidráulica;Prata;4;SUF9161;43752.74
HR-V;HONDA;SUV;2022;34807;1.8;Flex;Automático;Elétrica;Azul;4;RVP6872;112980.62
STINGER;KIA;Sedã;2020;48054;3.3;Gasolina;Automático;Elétrica;Bege;4;HWC1278;230001.05
ONIX;CHEVROLET;Hatch;2014;154160;1.4;Flex;Automático;Elétrica;Marrom;4;CEM9038;21383.89
STINGER;KIA;Sedã;2015;107479;3.3;Gasolina;Automático;Elétrica;Azul;4;GWM9548;114784.15
TRACKER;CHEVROLET;SUV;2018;64418;1.0;Flex;Automático;Elétrica;Preto;4;UAO4098;63437.50
POLO COMFORTINE;VOLKSWAGEN;Hatch;2013;176952;1.6;Flex;Manual;Hidráulica;Vermelho;4;RCE3090;17391.91
KA;FORD;Hatch;2016;157542;1.0;Flex;Automático;Hidráulica;Vermelho;4;QNV2062;22957.68
3008;PEUGEOT;SUV;2014;153147;2.0;Flex;Automático;Elétrica;Bege;4;SVJ5274;59889.23
MASTER;RENAULT;Van;2017;83403;2.3;Diesel;Manual;Hidráulica;Prata;2;CPD1410;62275.06
FIT;HONDA;Hatch;2022;42718;1.5;Flex;Automático;Elétrica;Preto;4;HSX6333;52040.75
HB20S;HYUNDAI;Hatch;2019;84007;1.0;Flex;Automático;Elétrica;Azul;4;VTS6978;39810.52
TRACKER;CHEVROLET;SUV;2017;72115;1.2;Flex;Automático;Elétrica;Prata;12;GPY9747;56618.58
HR-V;HONDA;SUV;2022;34722;1.8;Flex;Manual;;Laranja;4;FIR7558;109482.04
KWID;RENAULT;Hatch;2019;73754;1.0;Flex;Automático;Elétrica;Branco;4;APZ0844;32049.90
Q3;AUDI;SUV;2016;83831;2.0;Gasolina;Automático;Elétrica;Vermelho;4;RPK0228;122132.46
KA;FORD;Hatch;2019;91116;1.0;Flex;Automático;Elétrica;Branco;4;TRM5557;38247.82
C4 LOUNGE;CITROEN;Passeio;2021;34301;2.0;Flex;Manual;Hidráulica;Bege;4;QYA1726;54862.72
SPORTAGE;KIA;SUV;2015;132649;2.0;Flex;Manual;Elétrica;Preto;4;ZRQ0119;46769.74
SAVEIRO CROSS;VOLKSWAGEN;Pick-up;2017;131151;1.6;Flex;Manual;Hidráulica;Preto;2;MDR2073;28283.88
CRUZE;CHEVROLET;Sedã;2021;37768;1.4;Flex;Automático;Elétrica;Prata;4;EVN4960;96995.89
STINGER;KIA;Sedã;2014;183806;3.3;Gasolina;Automático;Elétrica;Marrom;4;TBZ2694;97009.01
C4 LOUNGE;CITROEN;Passeio;2018;73546;2.0;Flex;Manual;Hidráulica;Laranja;4;OAR3370;37184.36
SENTRA;NISSAN;Sedã;2014;185059;2.0;Flex;Manual;Hidráulica;Laranja;4;ZSI6083;28660.57
CERATO;KIA;Sedã;2017;100836;1.6;Flex;Manual;Elétrica;Prata;4;ZHW9934;50567.56
XC-40;VOLVO;SUV;2013;138361;2.0;Gasolina;Automático;Elétrica;Preto;4;PWJ0238;86543.20
LOGAN;RENAULT;Hatch;2022;41896;1.0;Flex;Manual;Hidráulica;Vermelho;4;XCS9859;45860.83
AMAROK;VOLKSWAGEN;Pick-up;2019;67892;2.0;Diesel;Automático;Elétrica;Azul;4;DCY0808;140314.65
ARGO;FIAT;Hatch;2017;95553;1.0;Flex;Manual;Elétrica;Prata;4;SCV4717;30451.77
3008;PEUGEOT;SUV;2016;150665;2.0;Flex;Automático;Elétrica;Laranja;4;BFR1534;70777.11
Q5;AUDI;SUV;2017;142565;2.0;Gasolina;Automático;Elétrica;N/A;4;ACP7658;172996.70
HB20;HYUNDAI;Sedã;2015;145381;0.7;Diesel;Manual;Hidráulica;Preto;4;ZHC0216;18404.17
HR-V;HONDA;SUV;2016;124343;1.8;Flex;Manual;Elétrica;Azul;4;JNH6813;46454.41
HB20;HYUNDAI;Hatch;2020;42299;1.6;Flex;Automático;Hidráulica;Vermelho;4;MBX0424;46966.22
PULSE;FIAT;SUV;2017;126801;1.3;Flex;Automático;Elétrica;Laranja;4;PJQ4624;40586.83
PRISMA;CHEVROLET;Sedã;2020;73144;1.0;Flex;Manual;Hidráulica;Cinza;4;FYN9175;42739.64
TUCSON;HYUNDAI;SUV;2023;10707;2.0;Flex;Automático;Elétrica;Marrom;4;XGG9985;168110.18
SPIN;CHEVROLET;Passeio;2023;20950;1.8;Flex;Manual;Hidráulica;Azul;4;OAF1372;83942.42
KWID;RENAULT;Hatch;2023;12227;1.0;Flex;Manual;Elétrica;Laranja;4;IWJ7544;46035.32
T-CROSS;VOLKSWAGEN;SUV;2014;178276;1.0;Flex;Automático;Hidráulica;Cinza;4;NTC9572;29475.40
